Tweet,Label,cleaning,normalisasi,tokenisasi,stopword_removal
"itu pas workshop school rangers bareng anggota baru, trus pas main game celananya p'nicky robek. gun keliatan kaget gitu, off mah ketawa ngakak",Joy,itu pas workshop school rangers bareng anggota baru trus pas main game celananya pnicky robek gun keliatan kaget gitu off mah ketawa ngakak,itu pas workshop school rangers bareng anggota baru terus pas main game celananya pnicky robek gun kelihatan kaget begitu off mah ketawa mengakak,"['itu', 'pas', 'workshop', 'school', 'rangers', 'bareng', 'anggota', 'baru', 'terus', 'pas', 'main', 'game', 'celananya', 'pnicky', 'robek', 'gun', 'kelihatan', 'kaget', 'begitu', 'off', 'mah', 'ketawa', 'mengakak']",workshop school rangers bareng anggota main game celananya pnicky robek gun kaget off mah ketawa mengakak
"untung aja bener, jadi ga malu-maluin",Joy,untung aja bener jadi ga malumaluin,untung saja benar jadi tidak malumaluin,"['untung', 'saja', 'benar', 'jadi', 'tidak', 'malumaluin']",untung malumaluin
alhamdulillah pake kerudung karena keinginan sendiri. justru malah malu pake baju haram,Joy,alhamdulillah pake kerudung karena keinginan sendiri justru malah malu pake baju haram,alhamdulillah pakai kerudung karena keinginan sendiri justru malah malu pakai baju haram,"['alhamdulillah', 'pakai', 'kerudung', 'karena', 'keinginan', 'sendiri', 'justru', 'malah', 'malu', 'pakai', 'baju', 'haram']",alhamdulillah pakai kerudung malu pakai baju haram
luci : aww jd malu wkwkwk,Joy,luci aww jd malu wkwkwk,luci aww jadi malu wkwkwk,"['luci', 'aww', 'jadi', 'malu', 'wkwkwk']",luci aww malu wkwkwk
chico vs laksya nih tbl tbl takut banget loch. mangatttt chico,Joy,chico vs laksya nih tbl tbl takut banget loch mangatttt chico,chico vs laksya nih tbl tbl takut banget loch mangatttt chico,"['chico', 'vs', 'laksya', 'nih', 'tbl', 'tbl', 'takut', 'banget', 'loch', 'mangatttt', 'chico']",chico vs laksya tbl tbl takut banget loch mangatttt chico
huwaa anjir kaget dan senangggg banged kaka gue pulang kerumah skskw,Joy,huwaa anjir kaget dan senangggg banged kaka gue pulang kerumah skskw,huwaa anjir kaget dan senangggg banget kakak gue pulang kerumah skskw,"['huwaa', 'anjir', 'kaget', 'dan', 'senangggg', 'banget', 'kakak', 'gue', 'pulang', 'kerumah', 'skskw']",huwaa anjir kaget senangggg banget kakak gue pulang kerumah skskw
"apapun asal gak makan harapan palsu dan ketidakpastian, makji btw, disini ujan deres. makan seger2 asyik kyknya",Joy,apapun asal gak makan harapan palsu dan ketidakpastian makji btw disini ujan deres makan seger asyik kyknya,apapun asal tidak makan harapan palsu dan ketidakpastian makji btw disini ujan deres makan segar asyik kayaknya,"['apapun', 'asal', 'tidak', 'makan', 'harapan', 'palsu', 'dan', 'ketidakpastian', 'makji', 'btw', 'disini', 'ujan', 'deres', 'makan', 'segar', 'asyik', 'kayaknya']",apapun makan harapan palsu ketidakpastian makji btw ujan deres makan segar asyik kayaknya
hahhaa ngakak banget bin malu pastinya wkwk trs ketauan ga siapa yg cepirit?,Joy,hahhaa ngakak banget bin malu pastinya wkwk trs ketauan ga siapa yg cepirit,hahhaa mengakak banget bin malu pastinya wkwk terus ketahuan tidak siapa yang cepirit,"['hahhaa', 'mengakak', 'banget', 'bin', 'malu', 'pastinya', 'wkwk', 'terus', 'ketahuan', 'tidak', 'siapa', 'yang', 'cepirit']",hahhaa mengakak banget bin malu pastinya ketahuan cepirit
makasiih.. iya ya ampun kaget bangett,Joy,makasiih iya ya ampun kaget bangett,makasiih iya ya ampun kaget banget,"['makasiih', 'iya', 'ya', 'ampun', 'kaget', 'banget']",makasiih ampun kaget banget
kalo sunda jukut itu rumput kalo kalimantan timur jukut itu ikan.. saya sunda nanya sama suami kalitim.. abang makan nya sama apa..? trs suami jawab makannya sama jukut.. saya kaget kok suami saya makan nya pake rumput kaya kambing.. Ngakak kwkwkw,Joy,kalo sunda jukut itu rumput kalo kalimantan timur jukut itu ikan saya sunda nanya sama suami kalitim abang makan nya sama apa trs suami jawab makannya sama jukut saya kaget kok suami saya makan nya pake rumput kaya kambing ngakak kwkwkw,kalau sunda jukut itu rumput kalau kalimantan timur jukut itu ikan saya sunda bertanya sama suami kalitim abang makan ya sama apa terus suami jawab makannya sama jukut saya kaget kok suami saya makan ya pakai rumput kayak kambing mengakak kwkwkw,"['kalau', 'sunda', 'jukut', 'itu', 'rumput', 'kalau', 'kalimantan', 'timur', 'jukut', 'itu', 'ikan', 'saya', 'sunda', 'bertanya', 'sama', 'suami', 'kalitim', 'abang', 'makan', 'ya', 'sama', 'apa', 'terus', 'suami', 'jawab', 'makannya', 'sama', 'jukut', 'saya', 'kaget', 'kok', 'suami', 'saya', 'makan', 'ya', 'pakai', 'rumput', 'kayak', 'kambing', 'mengakak', 'kwkwkw']",sunda jukut rumput kalimantan timur jukut ikan sunda suami kalitim abang makan suami makannya jukut kaget suami makan pakai rumput kayak kambing mengakak kwkwkw
"kaget banget pas nonton yang bagian ini, tapi abis itu ngakak karena ekspresi dia gemes lo",Joy,kaget banget pas nonton yang bagian ini tapi abis itu ngakak karena ekspresi dia gemes lo,kaget banget pas menonton yang bagian ini tapi habis itu mengakak karena ekspresi dia gemas lo,"['kaget', 'banget', 'pas', 'menonton', 'yang', 'bagian', 'ini', 'tapi', 'habis', 'itu', 'mengakak', 'karena', 'ekspresi', 'dia', 'gemas', 'lo']",kaget banget menonton habis mengakak ekspresi gemas
masih paling nanti agak cacat aja dikit wkwk,Joy,masih paling nanti agak cacat aja dikit wkwk,masih paling nanti agak cacat saja dikit wkwk,"['masih', 'paling', 'nanti', 'agak', 'cacat', 'saja', 'dikit', 'wkwk']",cacat dikit
"semangat ya team, jangan lupa doa dulu setiap sebelum tanding, kalian yg tanding saya yg takut ini soalnya, pokoknya semangat terus, jangan merasa terbebani okay! enjoy your match!",Joy,semangat ya team jangan lupa doa dulu setiap sebelum tanding kalian yg tanding saya yg takut ini soalnya pokoknya semangat terus jangan merasa terbebani okay enjoy your match,semangat ya team jangan lupa doa dulu setiap sebelum tanding kalian yang tanding saya yang takut ini soalnya pokoknya semangat terus jangan merasa terbebani okay enjoy your match,"['semangat', 'ya', 'team', 'jangan', 'lupa', 'doa', 'dulu', 'setiap', 'sebelum', 'tanding', 'kalian', 'yang', 'tanding', 'saya', 'yang', 'takut', 'ini', 'soalnya', 'pokoknya', 'semangat', 'terus', 'jangan', 'merasa', 'terbebani', 'okay', 'enjoy', 'your', 'match']",semangat team lupa doa tanding tanding takut pokoknya semangat terbebani okay enjoy your match
"26. (awalnya malu-malu, tapi lama-lama mau) i vote for at the 2022",Joy,awalnya malumalu tapi lamalama mau i vote for at the,awalnya malumalu tapi lamalama mau i vote for at the,"['awalnya', 'malumalu', 'tapi', 'lamalama', 'mau', 'i', 'vote', 'for', 'at', 'the']",malumalu lamalama vote for at the
"team b baku hantam dari awal wkwkwwk emang gak ketemu tetangga tapi jodohnya sama korea:) ngeri"" sedap nih, akan ada baku hantam antara pedepokan dubai sama tadika mesra:)",Joy,team b baku hantam dari awal wkwkwwk emang gak ketemu tetangga tapi jodohnya sama korea ngeri sedap nih akan ada baku hantam antara pedepokan dubai sama tadika mesra,team b baku hantam dari awal wkwkwwk memang tidak ketemu tetangga tapi jodohnya sama korea ngeri sedap nih akan ada baku hantam antara pedepokan dubai sama tadika mesra,"['team', 'b', 'baku', 'hantam', 'dari', 'awal', 'wkwkwwk', 'memang', 'tidak', 'ketemu', 'tetangga', 'tapi', 'jodohnya', 'sama', 'korea', 'ngeri', 'sedap', 'nih', 'akan', 'ada', 'baku', 'hantam', 'antara', 'pedepokan', 'dubai', 'sama', 'tadika', 'mesra']",team b baku hantam wkwkwwk ketemu tetangga jodohnya korea ngeri sedap baku hantam pedepokan dubai tadika mesra
hahah yaallah trimakasi telah menghindarkan saya dari rasa malu perbadutan,Joy,hahah yaallah trimakasi telah menghindarkan saya dari rasa malu perbadutan,hahah yaallah trimakasi telah menghindarkan saya dari rasa malu perbadutan,"['hahah', 'yaallah', 'trimakasi', 'telah', 'menghindarkan', 'saya', 'dari', 'rasa', 'malu', 'perbadutan']",hahah yaallah trimakasi menghindarkan malu perbadutan
aw jadi malu wkwkwkwkwk tapi senang bengeettt,Joy,aw jadi malu wkwkwkwkwk tapi senang bengeettt,aw jadi malu wkwkwkwkwk tapi senang bengeettt,"['aw', 'jadi', 'malu', 'wkwkwkwkwk', 'tapi', 'senang', 'bengeettt']",aw malu wkwkwkwkwk senang bengeettt
alhamdulillah gak malu,Joy,alhamdulillah gak malu,alhamdulillah tidak malu,"['alhamdulillah', 'tidak', 'malu']",alhamdulillah malu
all the best buat women's team dan men's team ina takut dikit tapi saatnya pelapis kita menggali pengalaman dan melatih mental. fighting!!,Joy,all the best buat womens team dan mens team ina takut dikit tapi saatnya pelapis kita menggali pengalaman dan melatih mental fighting,all the best buat womens team dan mens team ina takut dikit tapi saatnya pelapis kita menggali pengalaman dan melatih mental fighting,"['all', 'the', 'best', 'buat', 'womens', 'team', 'dan', 'mens', 'team', 'ina', 'takut', 'dikit', 'tapi', 'saatnya', 'pelapis', 'kita', 'menggali', 'pengalaman', 'dan', 'melatih', 'mental', 'fighting']",all the best womens team mens team ina takut dikit pelapis menggali pengalaman melatih mental fighting
kak bisa ke sf jg keren dah jujur takut tapi seruuuu,Joy,kak bisa ke sf jg keren dah jujur takut tapi seruuuu,kak bisa ke sf juga keren sudah jujur takut tapi seruuuu,"['kak', 'bisa', 'ke', 'sf', 'juga', 'keren', 'sudah', 'jujur', 'takut', 'tapi', 'seruuuu']",sf keren jujur takut seruuuu
sbb aduu tegang gitu ye wkwk,Joy,sbb aduu tegang gitu ye wkwk,sebab aduu tegang begitu ye wkwk,"['sebab', 'aduu', 'tegang', 'begitu', 'ye', 'wkwk']",aduu tegang ye
but today presentasi geo malu banget tapi legaaaa wkwkwk,Joy,but today presentasi geo malu banget tapi legaaaa wkwkwk,but today presentasi geo malu banget tapi legaaaa wkwkwk,"['but', 'today', 'presentasi', 'geo', 'malu', 'banget', 'tapi', 'legaaaa', 'wkwkwk']",but today presentasi geo malu banget legaaaa wkwkwk
akhirnya ga malu lagi,Joy,akhirnya ga malu lagi,akhirnya tidak malu lagi,"['akhirnya', 'tidak', 'malu', 'lagi']",malu
"terinspirasi dari kekuatan doa, yuk zuhur ini kita saling mendoakan. saya titip ke teman2 doakan tuk kesembuhan ibu dan kelancaran prog dakwah aja . temen temen mau titip apa? komen aja di bawah yg malu komen, cukup like aja ntar di doakan yg baik baik",Joy,terinspirasi dari kekuatan doa yuk zuhur ini kita saling mendoakan saya titip ke teman doakan tuk kesembuhan ibu dan kelancaran prog dakwah aja temen temen mau titip apa komen aja di bawah yg malu komen cukup like aja ntar di doakan yg baik baik,terinspirasi dari kekuatan doa yuk zuhur ini kita saling mendoakan saya titip ke teman doakan untuk kesembuhan ibu dan kelancaran prog dakwah saja teman teman mau titip apa komen saja di bawah yang malu komen cukup like saja entar di doakan yang baik baik,"['terinspirasi', 'dari', 'kekuatan', 'doa', 'yuk', 'zuhur', 'ini', 'kita', 'saling', 'mendoakan', 'saya', 'titip', 'ke', 'teman', 'doakan', 'untuk', 'kesembuhan', 'ibu', 'dan', 'kelancaran', 'prog', 'dakwah', 'saja', 'teman', 'teman', 'mau', 'titip', 'apa', 'komen', 'saja', 'di', 'bawah', 'yang', 'malu', 'komen', 'cukup', 'like', 'saja', 'entar', 'di', 'doakan', 'yang', 'baik', 'baik']",terinspirasi kekuatan doa yuk zuhur mendoakan titip teman doakan kesembuhan kelancaran prog dakwah teman teman titip komen malu komen like entar doakan
"alhamdulillah beneran jeongwoo, aq jadi tidak malu nanti awoaowkakw",Joy,alhamdulillah beneran jeongwoo aq jadi tidak malu nanti awoaowkakw,alhamdulillah benaran jeongwoo aku jadi tidak malu nanti awoaowkakw,"['alhamdulillah', 'benaran', 'jeongwoo', 'aku', 'jadi', 'tidak', 'malu', 'nanti', 'awoaowkakw']",alhamdulillah benaran jeongwoo malu awoaowkakw
alhamdulillah ga malu lagi kita tum,Joy,alhamdulillah ga malu lagi kita tum,alhamdulillah tidak malu lagi kita tum,"['alhamdulillah', 'tidak', 'malu', 'lagi', 'kita', 'tum']",alhamdulillah malu tum
tau aja lu kan jadi malu gw wkwk,Joy,tau aja lu kan jadi malu gw wkwk,tau saja kamu kan jadi malu gue wkwk,"['tau', 'saja', 'kamu', 'kan', 'jadi', 'malu', 'gue', 'wkwk']",malu gue
ih jadi malu dipanggil bestie sama makji tapi happi,Joy,ih jadi malu dipanggil bestie sama makji tapi happi,ih jadi malu dipanggil bestie sama makji tapi happi,"['ih', 'jadi', 'malu', 'dipanggil', 'bestie', 'sama', 'makji', 'tapi', 'happi']",ih malu dipanggil bestie makji happi
wkwk kenapa harus malu? kocak wkwk,Joy,wkwk kenapa harus malu kocak wkwk,wkwk kenapa harus malu kocak wkwk,"['wkwk', 'kenapa', 'harus', 'malu', 'kocak', 'wkwk']",malu kocak
lucu banget kakak tertua takut sama saya.,Joy,lucu banget kakak tertua takut sama saya,lucu banget kakak tertua takut sama saya,"['lucu', 'banget', 'kakak', 'tertua', 'takut', 'sama', 'saya']",lucu banget kakak tertua takut
"hwaah jadi malu dibilang wendy og. Tetap bersyukur :D makasih banyak, kiel",Joy,hwaah jadi malu dibilang wendy og tetap bersyukur d makasih banyak kiel,hwaah jadi malu dibilang wendy og tetap bersyukur di banyak kiel,"['hwaah', 'jadi', 'malu', 'dibilang', 'wendy', 'og', 'tetap', 'bersyukur', 'di', 'banyak', 'kiel']",hwaah malu dibilang wendy og bersyukur kiel
"dont. kalo panik, ntar stres, makin kebawa ke badan. percayain aja ke dokter ama susternya. yg penting lo disiplin ngobat, makan, minum, istirahat /pukpuk stay strong brooo",Joy,dont kalo panik ntar stres makin kebawa ke badan percayain aja ke dokter ama susternya yg penting lo disiplin ngobat makan minum istirahat pukpuk stay strong brooo,dont kalau panik entar stres makin terbawa ke badan percayain saja ke dokter sama susternya yang penting lo disiplin ngobat makan minum istirahat pukpuk stay strong brooo,"['dont', 'kalau', 'panik', 'entar', 'stres', 'makin', 'terbawa', 'ke', 'badan', 'percayain', 'saja', 'ke', 'dokter', 'sama', 'susternya', 'yang', 'penting', 'lo', 'disiplin', 'ngobat', 'makan', 'minum', 'istirahat', 'pukpuk', 'stay', 'strong', 'brooo']",dont panik entar stres terbawa badan percayain dokter susternya disiplin ngobat makan minum istirahat pukpuk stay strong brooo
alhamdulillah enggak jd malu tuk kesekian kalinya,Joy,alhamdulillah enggak jd malu tuk kesekian kalinya,alhamdulillah enggak jadi malu untuk kesekian kalinya,"['alhamdulillah', 'enggak', 'jadi', 'malu', 'untuk', 'kesekian', 'kalinya']",alhamdulillah malu kesekian kalinya
"trs kalo ciput, kalo kena itu disuruh pake atasan mukena!! awal2 liat kaget trs kayak mau ngetawain gt, tp makin lama makin biasa. atau engga, kalo lg ada pemeriksaan trs lg ga pake ciput, kita pada muter balik ngadep tembok masang ciput ga nyampe 15 detik lol",Joy,trs kalo ciput kalo kena itu disuruh pake atasan mukena awal liat kaget trs kayak mau ngetawain gt tp makin lama makin biasa atau engga kalo lg ada pemeriksaan trs lg ga pake ciput kita pada muter balik ngadep tembok masang ciput ga nyampe detik lol,terus kalau ciput kalau kena itu disuruh pakai atasan mukena awal lihat kaget terus kayak mau ngetawain begitu tapi makin lama makin biasa atau tidak kalau lagi ada pemeriksaan terus lagi tidak pakai ciput kita pada muter balik ngadep tembok masang ciput tidak sampai detik lol,"['terus', 'kalau', 'ciput', 'kalau', 'kena', 'itu', 'disuruh', 'pakai', 'atasan', 'mukena', 'awal', 'lihat', 'kaget', 'terus', 'kayak', 'mau', 'ngetawain', 'begitu', 'tapi', 'makin', 'lama', 'makin', 'biasa', 'atau', 'tidak', 'kalau', 'lagi', 'ada', 'pemeriksaan', 'terus', 'lagi', 'tidak', 'pakai', 'ciput', 'kita', 'pada', 'muter', 'balik', 'ngadep', 'tembok', 'masang', 'ciput', 'tidak', 'sampai', 'detik', 'lol']",ciput kena disuruh pakai atasan mukena lihat kaget kayak ngetawain pemeriksaan pakai ciput muter ngadep tembok masang ciput detik lol
semangat ya dirimu tak takut tetap berjuang,Joy,semangat ya dirimu tak takut tetap berjuang,semangat ya dirimu tak takut tetap berjuang,"['semangat', 'ya', 'dirimu', 'tak', 'takut', 'tetap', 'berjuang']",semangat dirimu takut berjuang
udah kayaknya segitu aja review (pantas disebut review ga sih?) atau kesan yang gw rasain selama nonton snowdrop gw ga spoiler terlalu banyak jadi moga pas nonton tetep bisa kaget dan kesel wkwk since its one of must watch drama too! ^^,Joy,udah kayaknya segitu aja review pantas disebut review ga sih atau kesan yang gw rasain selama nonton snowdrop gw ga spoiler terlalu banyak jadi moga pas nonton tetep bisa kaget dan kesel wkwk since its one of must watch drama too,sudah kayaknya segitu saja review pantas disebut review tidak sih atau kesan yang gue merasai selama menonton snowdrop gue tidak spoiler terlalu banyak jadi moga pas menonton tetap bisa kaget dan kesel wkwk since its one of must watch drama too,"['sudah', 'kayaknya', 'segitu', 'saja', 'review', 'pantas', 'disebut', 'review', 'tidak', 'sih', 'atau', 'kesan', 'yang', 'gue', 'merasai', 'selama', 'menonton', 'snowdrop', 'gue', 'tidak', 'spoiler', 'terlalu', 'banyak', 'jadi', 'moga', 'pas', 'menonton', 'tetap', 'bisa', 'kaget', 'dan', 'kesel', 'wkwk', 'since', 'its', 'one', 'of', 'must', 'watch', 'drama', 'too']",kayaknya segitu review review kesan gue merasai menonton snowdrop gue spoiler moga menonton kaget kesel since its one of must watch drama too
wajibb. nyak dulu ambil karna takut abis hahahahahaha,Joy,wajibb nyak dulu ambil karna takut abis hahahahahaha,wajibb nyak dulu ambil karena takut habis hahahahahaha,"['wajibb', 'nyak', 'dulu', 'ambil', 'karena', 'takut', 'habis', 'hahahahahaha']",wajibb nyak ambil takut habis hahahahahaha
"wkwk tapi maaf banget ini aku nganggep lucu. grup angkatan ada yang ngabarin crush ku ilang. aku malah kayak ketawa panik, tapi sebenarnya gak panik, soalnya dia laki, terus katany hobi traveling. tapi semoga itu cuma becandaan ya, soalnya aku ngetawain. terakhir on 11:33 pulsek.",Joy,wkwk tapi maaf banget ini aku nganggep lucu grup angkatan ada yang ngabarin crush ku ilang aku malah kayak ketawa panik tapi sebenarnya gak panik soalnya dia laki terus katany hobi traveling tapi semoga itu cuma becandaan ya soalnya aku ngetawain terakhir on pulsek,wkwk tapi maaf banget ini aku nganggep lucu grup angkatan ada yang ngabarin crush ku hilang aku malah kayak ketawa panik tapi sebenarnya tidak panik soalnya dia laki terus katany hobi traveling tapi semoga itu cuma becandaan ya soalnya aku ngetawain terakhir on pulsek,"['wkwk', 'tapi', 'maaf', 'banget', 'ini', 'aku', 'nganggep', 'lucu', 'grup', 'angkatan', 'ada', 'yang', 'ngabarin', 'crush', 'ku', 'hilang', 'aku', 'malah', 'kayak', 'ketawa', 'panik', 'tapi', 'sebenarnya', 'tidak', 'panik', 'soalnya', 'dia', 'laki', 'terus', 'katany', 'hobi', 'traveling', 'tapi', 'semoga', 'itu', 'cuma', 'becandaan', 'ya', 'soalnya', 'aku', 'ngetawain', 'terakhir', 'on', 'pulsek']",maaf banget nganggep lucu grup angkatan ngabarin crush hilang kayak ketawa panik panik laki katany hobi traveling semoga becandaan ngetawain on pulsek
"gemes kalau liat kamu malu malu, mau saya kekepin seharian.",Joy,gemes kalau liat kamu malu malu mau saya kekepin seharian,gemas kalau lihat kamu malu malu mau saya kekepin seharian,"['gemas', 'kalau', 'lihat', 'kamu', 'malu', 'malu', 'mau', 'saya', 'kekepin', 'seharian']",gemas lihat malu malu kekepin seharian
"ga kuat ngakak bgtt, ap g malu y orngny di spill gini",Joy,ga kuat ngakak bgtt ap g malu y orngny di spill gini,tidak kuat mengakak banget apa tidak malu ya orngny di spill begini,"['tidak', 'kuat', 'mengakak', 'banget', 'apa', 'tidak', 'malu', 'ya', 'orngny', 'di', 'spill', 'begini']",kuat mengakak banget malu orngny spill
